Machine ID,Machine Type,Date,Shift,Temperature (°C),Vibration Level (mm/s),Energy Usage (kWh),Production Output (units),Downtime (minutes),Error Codes
M049,Printing Machine,27-10-2024,Morning,82.4,18.3,42.8,22,4,E01
M033,Printing Machine,22-09-2024,Evening,72.1,13.1,47.2,105,5,E02
M029,Weaving Machine,25-10-2024,Morning,66,18.9,43.9,108,41,E02
M022,Dyeing Machine,23-09-2024,Evening,68.6,22.6,31,48,33,E02
M030,Weaving Machine,09-09-2024,Morning,77.5,20.5,56.7,54,36,None
M044,Dyeing Machine,22-10-2024,Night,81.5,10.7,50.3,77,55,E02
M026,Dyeing Machine,06-09-2024,Evening,64.1,23.3,32.8,84,52,E01
M046,Spinning Machine,30-10-2024,Evening,75.6,14.4,58.9,0,25,E03
M022,Spinning Machine,23-09-2024,Evening,79.2,16.7,56.3,27,24,None
M022,Dyeing Machine,05-10-2024,Night,66.1,13.4,55.9,186,47,E02
M017,Printing Machine,05-09-2024,Morning,73.4,12.2,52.3,158,30,E01
M014,Weaving Machine,05-10-2024,Evening,75.9,22,40.9,142,39,None
M007,Weaving Machine,12-10-2024,Morning,63.8,11.7,59.2,182,54,E01
M009,Spinning Machine,30-10-2024,Evening,62.1,15.5,50.6,87,41,E02
M007,Printing Machine,25-10-2024,Morning,63.7,23.3,45.6,181,45,E03
M022,Spinning Machine,24-09-2024,Night,86,19.1,45.9,151,19,None
M037,Dyeing Machine,04-09-2024,Evening,73.9,19.3,46.3,46,51,E03
M045,Dyeing Machine,08-10-2024,Night,83.9,13.3,38,20,15,E03
M012,Weaving Machine,11-09-2024,Morning,65.6,13.8,50.3,53,20,E02
M009,Weaving Machine,16-09-2024,Evening,74.4,24.3,31.6,110,25,E03
M022,Spinning Machine,25-09-2024,Night,86,14.6,58.6,100,10,E03
M042,Spinning Machine,04-10-2024,Night,81.9,20.4,50.6,30,29,E02
M015,Weaving Machine,04-10-2024,Night,68.5,24.7,53.5,94,56,E03
M040,Weaving Machine,16-10-2024,Night,65.3,22.8,31,121,16,E02
M008,Weaving Machine,09-10-2024,Evening,68.4,11.1,38.9,28,37,E02
M042,Spinning Machine,20-10-2024,Night,65.4,12.7,55,135,15,None
M012,Printing Machine,29-09-2024,Evening,89.5,22.9,38.1,7,56,E01
M002,Spinning Machine,25-10-2024,Evening,77.8,21,54.2,98,55,E01
M045,Printing Machine,23-09-2024,Morning,72,22,32.1,136,54,E02
M028,Spinning Machine,25-10-2024,Morning,61.1,10.9,45.1,170,32,E03
M037,Dyeing Machine,03-10-2024,Morning,69.5,23,47.3,87,40,E03
M044,Printing Machine,04-10-2024,Morning,65.9,15.3,36.9,81,49,E01
M046,Weaving Machine,14-09-2024,Evening,63.6,18.6,41.2,200,58,E03
M012,Spinning Machine,06-10-2024,Morning,89.5,11.8,56.9,13,31,E03
M008,Spinning Machine,04-09-2024,Morning,80.1,13.1,49.2,71,15,E02
M027,Dyeing Machine,03-10-2024,Evening,83.7,23.1,58.1,103,13,E03
M046,Spinning Machine,27-10-2024,Evening,72.6,16.7,44.2,20,55,E03
M016,Printing Machine,02-10-2024,Night,76.9,17.8,57.7,41,19,E01
M034,Spinning Machine,04-10-2024,Evening,69.1,10.1,47.5,137,13,E03
M022,Dyeing Machine,30-09-2024,Morning,67.3,19.9,32.8,178,53,E02
M028,Dyeing Machine,16-10-2024,Night,89.7,12.7,52.3,33,5,E02
M008,Spinning Machine,26-09-2024,Night,69.5,10.2,51.4,124,24,E03
M047,Weaving Machine,18-09-2024,Night,70.5,12.5,40.5,178,27,E01
M029,Weaving Machine,08-10-2024,Evening,81,14.6,51.2,3,59,E02
M010,Spinning Machine,24-09-2024,Morning,78.3,23.6,33,82,13,E01
M021,Printing Machine,13-09-2024,Night,63.9,23.5,45.3,25,56,E03
M023,Spinning Machine,13-09-2024,Morning,60.8,15.5,52,73,37,E03
M003,Weaving Machine,09-09-2024,Night,78.1,11.9,33.9,147,16,None
M026,Printing Machine,08-09-2024,Morning,71.8,24.6,37.1,105,14,E03
M035,Spinning Machine,08-10-2024,Evening,87.7,19.5,55.4,21,34,E01
M002,Weaving Machine,29-09-2024,Evening,84.1,10.5,32.1,4,26,E02
M033,Printing Machine,10-10-2024,Morning,75.3,21.7,59.9,26,4,E02
M048,Dyeing Machine,26-09-2024,Morning,84,17.2,33.8,140,31,None
M006,Dyeing Machine,17-10-2024,Morning,60.4,13.9,53,37,50,E01
M017,Spinning Machine,21-10-2024,Morning,69.7,24.5,43.1,1,34,None
M004,Dyeing Machine,23-09-2024,Morning,66,11.6,42.2,97,51,None
M046,Printing Machine,25-09-2024,Night,78.8,14.8,56.4,149,22,None
M008,Spinning Machine,10-09-2024,Night,64.6,22.3,47.6,87,59,E01
M039,Dyeing Machine,22-09-2024,Morning,62.3,13.6,31.9,159,32,E03
M018,Dyeing Machine,11-10-2024,Night,74.6,11.4,58.9,39,60,None
M015,Dyeing Machine,18-10-2024,Morning,76.6,13.7,32.5,81,33,E03
M045,Printing Machine,17-09-2024,Night,67.8,14.7,56.9,155,33,E02
M050,Dyeing Machine,24-10-2024,Morning,61.1,17.9,51.4,70,22,E01
M028,Spinning Machine,07-10-2024,Night,88.9,16.6,52,99,54,E02
M043,Weaving Machine,01-09-2024,Morning,80.8,16.1,55.6,23,43,E02
M048,Dyeing Machine,27-10-2024,Night,83.6,11.5,49.5,196,56,None
M011,Spinning Machine,28-10-2024,Evening,65.1,13.7,54.5,38,4,E02
M003,Dyeing Machine,07-09-2024,Morning,84.5,13.4,47.5,40,49,E03
M006,Weaving Machine,29-09-2024,Night,75.6,20.8,45.9,108,39,None
M037,Printing Machine,04-09-2024,Evening,60.4,19,59.8,117,28,None
M046,Spinning Machine,27-10-2024,Night,74,10.8,51.4,44,56,E01
M011,Dyeing Machine,17-10-2024,Morning,72.8,20.9,43.4,70,53,None
M014,Spinning Machine,27-10-2024,Night,76.5,15.1,33.7,63,59,E02
M021,Dyeing Machine,09-10-2024,Evening,76.2,13.6,30.7,29,38,E03
M013,Spinning Machine,15-10-2024,Evening,88.5,22.3,40.2,10,57,None
M014,Weaving Machine,20-10-2024,Night,63.9,21.9,38.5,174,22,E02
M039,Weaving Machine,12-09-2024,Evening,62.7,19,60,109,6,E01
M043,Weaving Machine,24-10-2024,Night,65.6,13.6,46.6,78,8,E01
M050,Dyeing Machine,24-10-2024,Morning,79.3,13.1,35.1,2,19,E03
M031,Weaving Machine,04-10-2024,Morning,69.5,19,31.5,16,4,E03
M038,Spinning Machine,07-09-2024,Morning,66.8,15.7,43.1,155,10,None
M001,Dyeing Machine,24-10-2024,Night,73.1,18.1,31.1,145,53,E01
M040,Printing Machine,30-09-2024,Evening,88,14.9,54.7,60,30,E01
M030,Spinning Machine,04-10-2024,Morning,66.3,17.6,36.3,161,38,E02
M045,Dyeing Machine,19-09-2024,Evening,75.6,18.2,30.5,99,60,E02
M046,Spinning Machine,03-09-2024,Morning,86.3,12.9,30.9,20,38,E01
M038,Weaving Machine,01-10-2024,Night,80.9,22.5,44.9,93,27,E02
M034,Spinning Machine,27-09-2024,Morning,70.5,19.5,37.5,121,25,None
M013,Printing Machine,07-10-2024,Morning,65.9,11.7,47.1,29,52,E01
M022,Weaving Machine,10-10-2024,Night,80.3,15.9,41.5,182,50,E01
M035,Weaving Machine,29-09-2024,Morning,72.2,19.9,39,121,42,E01
M032,Weaving Machine,04-09-2024,Morning,65.9,22.2,34.5,54,47,None
M028,Dyeing Machine,08-10-2024,Evening,87.8,20.9,36.8,183,46,None
M017,Dyeing Machine,01-10-2024,Evening,84.2,23.4,38.3,132,24,E03
M023,Printing Machine,09-10-2024,Morning,68.9,16.4,42,87,12,None
M050,Printing Machine,22-10-2024,Morning,76.5,15.3,45.1,199,24,E01
M044,Dyeing Machine,19-09-2024,Morning,89.4,24.8,53.3,48,2,E02
M006,Spinning Machine,27-09-2024,Evening,77.1,15,49.2,46,49,E03
M040,Spinning Machine,05-10-2024,Morning,87.4,15.6,37.4,36,35,None
M018,Printing Machine,03-10-2024,Night,72.5,16.4,40.4,13,18,None
M034,Dyeing Machine,29-10-2024,Evening,72.2,23.9,30.2,63,6,E01
M049,Printing Machine,25-09-2024,Morning,75.9,11.5,31.5,39,29,E01
M005,Spinning Machine,20-10-2024,Morning,79.5,24.8,46.4,90,25,None
M033,Weaving Machine,29-09-2024,Morning,61.7,23.8,49,111,45,E03
M017,Dyeing Machine,14-09-2024,Morning,65,21.9,35.8,99,2,None
M047,Printing Machine,08-10-2024,Morning,82.9,24,34.3,158,23,None
M029,Weaving Machine,21-10-2024,Morning,87.6,11,42.7,191,47,E02
M025,Weaving Machine,09-10-2024,Morning,86.9,20.5,42.3,143,19,E02
M049,Weaving Machine,19-10-2024,Morning,77,13.3,42.2,139,18,E01
M028,Dyeing Machine,18-09-2024,Night,70.8,12.7,59.4,41,48,None
M014,Spinning Machine,03-10-2024,Night,76,13.4,30.6,98,0,None
M030,Printing Machine,18-10-2024,Morning,65.7,17.3,43.4,37,31,E02
M018,Dyeing Machine,25-09-2024,Morning,66.7,17.3,42.9,158,43,None
M040,Weaving Machine,30-09-2024,Night,71.3,24.7,53.4,192,34,E03
M043,Spinning Machine,03-09-2024,Evening,72.2,13.4,45.5,173,25,None
M045,Printing Machine,30-10-2024,Morning,76.6,18.9,55,163,21,E02
M023,Weaving Machine,19-10-2024,Morning,71.5,19.6,31.5,109,14,E01
M015,Dyeing Machine,09-09-2024,Evening,67.8,16.9,43.3,176,17,E02
M030,Weaving Machine,21-09-2024,Night,78.3,23.8,47.6,174,37,E01
M002,Printing Machine,01-10-2024,Evening,77.7,23.8,34.9,18,31,E01
M011,Dyeing Machine,13-09-2024,Night,76.5,19.2,48.2,63,38,E03
M049,Printing Machine,05-09-2024,Evening,81.6,14.1,57.1,50,53,None
M035,Spinning Machine,26-09-2024,Night,73.7,22,56.3,67,33,E02
M035,Weaving Machine,22-09-2024,Evening,83.7,19.2,52.7,133,50,None
M023,Printing Machine,08-09-2024,Evening,81,20.2,44.9,90,34,E03
M008,Dyeing Machine,01-10-2024,Night,88.7,12.9,58.9,47,41,E03
M011,Dyeing Machine,04-10-2024,Evening,79.4,22.7,47.1,129,37,E03
M034,Printing Machine,28-09-2024,Morning,76.9,11.7,46.3,170,30,E02
M005,Spinning Machine,30-09-2024,Evening,73.8,12,42.1,108,19,E02
M009,Printing Machine,09-10-2024,Night,84.2,12.9,52.9,166,24,E02
M025,Printing Machine,08-09-2024,Morning,71.2,24,39.3,140,11,E02
M044,Dyeing Machine,06-09-2024,Night,82,11.4,45.2,199,21,E01
M030,Weaving Machine,19-09-2024,Morning,67.1,13.1,39.4,140,54,E02
M026,Dyeing Machine,07-09-2024,Evening,71.6,16.5,58.9,32,5,E02
M006,Dyeing Machine,21-10-2024,Morning,77.2,21.3,52.6,61,49,E03
M004,Printing Machine,09-09-2024,Evening,82.4,12.1,49.7,36,39,E03
M018,Spinning Machine,12-09-2024,Night,79.6,11.1,46.4,40,43,E01
M041,Dyeing Machine,31-10-2024,Night,69.6,22.5,42.4,116,42,E03
M006,Weaving Machine,09-10-2024,Night,79.6,17.4,30.7,195,23,E01
M049,Dyeing Machine,28-09-2024,Night,77.6,24.6,32.6,118,43,E02
M002,Weaving Machine,15-10-2024,Night,86.9,22.8,51.6,148,4,E01
M006,Weaving Machine,05-09-2024,Night,82.3,19,49.4,2,57,None
M038,Dyeing Machine,15-09-2024,Morning,75.6,23.5,31.2,59,49,E02
M019,Spinning Machine,05-10-2024,Morning,62.3,16.6,32.4,197,32,E01
M043,Spinning Machine,24-09-2024,Night,75.4,24.5,32.1,83,56,E01
M007,Printing Machine,23-10-2024,Morning,84.2,24.3,48.4,19,15,E02
M026,Dyeing Machine,16-09-2024,Morning,63.8,14.2,44.6,136,17,None
M038,Weaving Machine,23-09-2024,Night,68.5,23.5,51.4,121,49,None
M024,Spinning Machine,11-10-2024,Evening,89.1,16.1,44.3,2,19,None
M001,Dyeing Machine,05-09-2024,Evening,60.6,16.2,36.5,119,42,None
M019,Dyeing Machine,23-09-2024,Morning,71.7,10.7,41.5,8,39,E03
M042,Dyeing Machine,19-09-2024,Morning,87.8,18.4,45.3,135,38,E02
M016,Spinning Machine,15-09-2024,Night,65.4,15.9,50,44,8,E02
M028,Dyeing Machine,19-10-2024,Night,67.4,10.5,41.9,84,2,E01
M050,Spinning Machine,13-09-2024,Morning,62.4,20.7,49.2,54,10,None
M034,Spinning Machine,29-10-2024,Morning,67.1,22.9,36.1,38,10,E02
M013,Weaving Machine,25-10-2024,Evening,69.5,19.5,58.1,88,32,E02
M004,Spinning Machine,08-09-2024,Evening,80.6,15.2,58.9,167,56,None
M011,Dyeing Machine,15-09-2024,Evening,68,15.5,45.2,114,51,E03
M040,Printing Machine,07-09-2024,Night,79,21.5,31.8,145,23,E01
M008,Spinning Machine,07-10-2024,Night,86.5,19.1,31.7,98,26,None
M038,Dyeing Machine,16-10-2024,Morning,85.7,23.8,53,142,59,E01
M011,Spinning Machine,30-09-2024,Night,63.4,11.7,33.3,193,45,E03
M010,Dyeing Machine,02-09-2024,Evening,64.1,16.8,36.7,81,38,E02
M019,Spinning Machine,03-10-2024,Evening,68,14,30.4,30,50,E02
M033,Weaving Machine,08-10-2024,Morning,64.3,17.9,50.4,9,56,E02
M036,Spinning Machine,06-09-2024,Night,75.8,17.7,37.8,65,58,E01
M036,Weaving Machine,06-09-2024,Morning,84.1,21.7,50.7,186,8,E02
M034,Weaving Machine,12-10-2024,Evening,61.2,17.7,30.4,94,5,None
M003,Printing Machine,27-09-2024,Evening,63.5,19.9,58.4,173,0,None
M039,Spinning Machine,19-09-2024,Evening,72.2,19.6,47,139,55,None
M034,Dyeing Machine,13-10-2024,Evening,72.3,16.3,57.2,98,11,E01
M035,Spinning Machine,18-10-2024,Evening,79.6,17.4,57,124,40,E02
M005,Dyeing Machine,04-10-2024,Morning,77,20.7,50.8,166,45,E01
M037,Spinning Machine,13-10-2024,Morning,67.7,21,58.7,126,3,E01
M006,Weaving Machine,27-09-2024,Morning,66.3,19.8,40.1,1,9,E02
M018,Dyeing Machine,23-09-2024,Morning,88.2,13,41.3,4,17,E01
M030,Spinning Machine,08-10-2024,Evening,70.8,21.5,59.5,144,44,E02
M026,Weaving Machine,29-10-2024,Evening,65.4,16.2,50.4,133,49,E02
M023,Weaving Machine,25-09-2024,Night,84.9,24.3,31,124,38,E03
M044,Spinning Machine,30-09-2024,Night,76.9,24.7,49.4,133,41,E01
M015,Spinning Machine,07-10-2024,Evening,79.7,14.1,35.8,2,30,E01
M031,Printing Machine,09-09-2024,Morning,71.4,24.6,40.3,148,50,E03
M030,Weaving Machine,26-10-2024,Morning,80.6,21.7,46,11,45,E03
M016,Printing Machine,30-10-2024,Evening,81.3,17.1,48.1,57,45,E03
M039,Dyeing Machine,29-09-2024,Night,85.8,21.3,45.3,181,37,E01
M033,Dyeing Machine,08-09-2024,Evening,71.5,12,46.6,135,9,E03
M014,Spinning Machine,08-09-2024,Morning,85.5,24.3,49.3,2,5,E01
M015,Printing Machine,26-10-2024,Evening,77.7,12.5,31.8,116,5,None
M011,Printing Machine,18-09-2024,Morning,78.2,18.4,44,197,43,E03
M033,Printing Machine,02-09-2024,Evening,61.7,13.1,36.7,107,2,None
M003,Spinning Machine,30-10-2024,Night,74.1,13.7,43.5,83,56,E02
M041,Printing Machine,19-10-2024,Morning,78.7,23.3,48.9,3,10,E01
M030,Printing Machine,14-09-2024,Evening,76.1,21.3,38.5,14,33,E02
M023,Spinning Machine,27-10-2024,Evening,61.4,18.2,32.9,96,10,None
M003,Dyeing Machine,29-10-2024,Evening,82.9,24.2,45.3,155,48,E01
M023,Spinning Machine,26-09-2024,Morning,70,19.7,56.3,60,53,E01
M017,Weaving Machine,26-09-2024,Evening,65.3,20.5,49.3,196,21,E01
M040,Spinning Machine,24-09-2024,Evening,86.2,14.4,43.1,165,10,E01
M037,Spinning Machine,10-09-2024,Night,60.2,15.7,49.2,80,21,None
M005,Weaving Machine,12-10-2024,Morning,72.8,19.4,36.6,167,19,E01
M037,Dyeing Machine,08-09-2024,Evening,66.8,13.5,41.2,46,18,E02
M009,Weaving Machine,25-10-2024,Evening,81.5,11.2,43.6,86,14,E02
M048,Printing Machine,22-10-2024,Evening,88.4,24,59.2,196,8,None
M011,Dyeing Machine,10-09-2024,Morning,82,18,46.8,53,14,None
M047,Printing Machine,07-09-2024,Morning,60.4,19.7,51.5,12,14,None
M037,Printing Machine,25-10-2024,Night,65,24.5,53,117,33,E03
M003,Dyeing Machine,11-09-2024,Evening,62.5,24.2,57,23,29,E02
M027,Spinning Machine,28-09-2024,Morning,87.4,13.9,33.3,160,6,E01
M017,Spinning Machine,29-10-2024,Night,65,17.7,47.4,98,7,E03
M026,Printing Machine,29-10-2024,Night,88.5,13.2,48.3,162,40,E03
M050,Printing Machine,02-10-2024,Evening,80.1,17.2,38.1,42,19,E01
M024,Printing Machine,20-09-2024,Morning,68.3,16.7,34.1,197,44,E01
M024,Dyeing Machine,10-10-2024,Night,62.5,14.5,43.9,12,27,E02
M031,Weaving Machine,18-10-2024,Night,64.2,16.5,57.3,6,46,E01
M030,Weaving Machine,31-10-2024,Night,84.2,20.7,41.6,21,52,None
M029,Weaving Machine,22-09-2024,Evening,88.7,17,57.9,99,26,E01
M030,Printing Machine,18-10-2024,Evening,66.7,15.7,33.9,10,19,E03
M013,Spinning Machine,20-10-2024,Evening,63.4,19.2,45.4,63,4,None
M013,Dyeing Machine,03-09-2024,Morning,61.1,23.4,47.1,24,3,E01
M041,Spinning Machine,16-10-2024,Morning,65.1,14.6,54.2,49,37,E01
M040,Spinning Machine,21-09-2024,Evening,88.3,24.9,42.3,178,45,E01
M043,Dyeing Machine,05-09-2024,Night,69.9,20.7,39.7,173,20,E02
M023,Spinning Machine,14-09-2024,Evening,73.3,10.4,45.1,118,24,E01
M009,Spinning Machine,22-10-2024,Night,71.9,14.9,38.8,145,34,E03
M005,Spinning Machine,21-09-2024,Night,64.6,12.4,55.7,136,6,E01
M020,Printing Machine,22-09-2024,Night,79.2,23.2,59.2,97,6,E01
M005,Printing Machine,25-09-2024,Morning,80,17.6,30.9,30,52,E02
M018,Printing Machine,29-10-2024,Evening,61.6,15.4,52.5,123,53,E03
M032,Printing Machine,24-10-2024,Night,76.1,24.2,54.6,195,58,E01
M006,Printing Machine,01-10-2024,Morning,66,17.8,40.9,124,3,None
M014,Printing Machine,20-10-2024,Morning,86.9,12.7,42.7,118,37,None
M007,Dyeing Machine,02-09-2024,Night,76.6,23.1,47.2,157,43,E03
M023,Spinning Machine,08-09-2024,Morning,75.5,22.4,37.8,164,57,E02
M035,Weaving Machine,16-10-2024,Morning,85.2,17.6,50.7,164,55,None
M001,Spinning Machine,24-10-2024,Night,75.2,20.7,31.4,21,6,E01
M023,Printing Machine,28-09-2024,Night,68.2,10.1,53.9,25,42,None
M019,Printing Machine,10-09-2024,Night,75.1,16.8,37,110,32,None
M027,Dyeing Machine,30-09-2024,Morning,65.9,19.7,54.9,147,8,None
M017,Dyeing Machine,17-09-2024,Evening,61.6,11.7,32,25,25,E02
M035,Weaving Machine,20-10-2024,Morning,86.3,13.8,57.8,124,25,E01
M033,Weaving Machine,17-09-2024,Night,85.6,21.1,47.8,141,18,None
M037,Weaving Machine,06-10-2024,Evening,62.3,22.9,34.8,38,22,E02
M011,Printing Machine,29-09-2024,Morning,69.5,23.6,48.7,58,47,E03
M045,Weaving Machine,01-10-2024,Morning,80.1,11.1,49.9,180,9,None
M008,Spinning Machine,17-09-2024,Morning,80.3,16.1,49.6,175,9,E03
M010,Weaving Machine,20-09-2024,Evening,66.2,24.6,33.8,91,55,None
M018,Spinning Machine,27-09-2024,Evening,69.2,12.5,32.5,136,44,E03
M022,Spinning Machine,13-09-2024,Evening,81.6,11.8,37.9,174,32,E03
M031,Printing Machine,27-10-2024,Night,85.6,15.1,42.2,79,5,E01
M026,Spinning Machine,14-10-2024,Morning,76.5,18.7,40.3,195,23,E02
M048,Printing Machine,29-09-2024,Night,89.4,11.4,56,46,21,E03
M012,Printing Machine,08-09-2024,Night,73.6,23.9,39.3,188,55,E02
M032,Dyeing Machine,02-09-2024,Evening,64.6,16.1,44.2,97,42,E02
M034,Spinning Machine,26-10-2024,Morning,87.9,12.4,53.8,34,6,E01
M045,Spinning Machine,12-09-2024,Evening,80.5,17.2,52.1,62,45,E01
M014,Printing Machine,14-10-2024,Evening,88.1,10.6,41.6,89,59,E03
M015,Dyeing Machine,08-09-2024,Evening,76.4,17.6,34.6,7,29,E02
M050,Weaving Machine,14-09-2024,Morning,61.2,23.3,56.4,62,11,E03
M020,Spinning Machine,21-09-2024,Night,61.9,10.8,39.9,149,28,None
M014,Weaving Machine,16-09-2024,Evening,84.3,13.1,53.4,143,36,E02
M044,Printing Machine,05-10-2024,Night,69.9,15.1,34,138,34,E01
M025,Spinning Machine,18-09-2024,Morning,89.6,13.3,58.6,150,56,E01
M015,Dyeing Machine,31-10-2024,Morning,85.1,13,54.4,16,6,E03
M008,Printing Machine,06-09-2024,Evening,77,19.3,41.9,108,51,E02
M042,Weaving Machine,23-09-2024,Night,82.3,21.8,56.1,167,26,E01
M033,Spinning Machine,12-10-2024,Night,67,23.6,47.4,65,38,E03
M046,Spinning Machine,26-09-2024,Night,71.9,25,44.8,64,27,None
M037,Dyeing Machine,17-10-2024,Morning,77,13.7,38.1,187,56,E03
M038,Printing Machine,10-10-2024,Night,82.1,12.3,37.4,115,32,None
M017,Weaving Machine,18-10-2024,Evening,62.9,23,31.1,200,15,E02
M027,Weaving Machine,30-09-2024,Evening,68.8,14.8,59.4,171,22,E02
M001,Spinning Machine,21-10-2024,Morning,86.7,10,56.1,144,51,None
M032,Dyeing Machine,04-10-2024,Night,70.1,24.6,56.4,16,37,E02
M032,Spinning Machine,25-10-2024,Night,66,23,36.2,95,9,None
M015,Spinning Machine,06-10-2024,Morning,72.7,10.3,48.5,55,30,E03
M028,Dyeing Machine,08-09-2024,Morning,89.6,10.8,32.8,69,21,E03
M045,Weaving Machine,09-09-2024,Morning,88.7,10.1,53.5,113,10,E03
M008,Dyeing Machine,30-09-2024,Evening,64.3,12.9,32.2,48,9,None
M048,Dyeing Machine,13-10-2024,Night,74.5,21.7,46.2,105,24,E02
M037,Weaving Machine,06-09-2024,Night,69.1,12.1,53.2,57,36,E02
M033,Dyeing Machine,02-09-2024,Evening,68,13.4,38.1,116,27,E02
M048,Printing Machine,18-10-2024,Evening,74.4,11.5,43.3,19,22,None
M006,Printing Machine,28-10-2024,Evening,75,11.4,53.6,114,32,E02
M020,Weaving Machine,02-10-2024,Evening,80.7,15.2,50.1,48,13,E01
M008,Dyeing Machine,10-09-2024,Night,81.3,19.1,54.9,71,4,E03
M045,Printing Machine,11-10-2024,Morning,88.5,20.1,58.9,49,24,E01
M031,Dyeing Machine,25-09-2024,Morning,72.4,11.1,39.8,178,7,None
M043,Dyeing Machine,24-10-2024,Morning,81.9,23.9,58.9,35,56,E02
M019,Printing Machine,19-10-2024,Night,85,24.8,38,189,39,E03
M048,Dyeing Machine,17-09-2024,Evening,69.7,20.7,45.9,198,27,None
M012,Spinning Machine,08-09-2024,Night,61.8,15.5,40.7,134,46,E03
M015,Spinning Machine,18-10-2024,Morning,77.7,15.1,31.5,148,53,E03
M018,Printing Machine,01-09-2024,Night,86.7,11.9,40.2,136,20,E02
M031,Dyeing Machine,03-10-2024,Night,88.1,20.7,49.8,57,6,E01
M015,Printing Machine,21-10-2024,Evening,73.1,24.6,43.4,189,13,None
M026,Spinning Machine,23-09-2024,Morning,75.6,22,52.7,148,11,E02
M039,Spinning Machine,20-10-2024,Evening,62.7,18.2,49.2,152,59,E03
M018,Printing Machine,22-10-2024,Night,83.5,20.7,47.4,85,47,None
M048,Spinning Machine,07-10-2024,Morning,61.2,11.4,37.2,109,42,E01
M030,Weaving Machine,09-09-2024,Night,81.2,16.9,48.1,98,37,E02
M029,Spinning Machine,14-09-2024,Evening,64.7,18.4,30.7,41,38,E02
M017,Weaving Machine,28-10-2024,Night,71.4,15.5,45.3,170,45,E02
M027,Weaving Machine,15-10-2024,Morning,82.7,21.6,59.3,6,13,E03
M018,Weaving Machine,26-10-2024,Evening,86.5,21.8,50.9,46,32,E01
M020,Weaving Machine,19-10-2024,Evening,77.3,10.7,35.7,187,45,E01
M001,Weaving Machine,06-10-2024,Evening,64.3,14.3,44.6,176,16,E03
M035,Dyeing Machine,22-10-2024,Night,70.8,19.1,40.9,63,34,None
M025,Dyeing Machine,16-10-2024,Night,61.3,13.3,46.5,121,46,E03
M043,Dyeing Machine,26-09-2024,Evening,68.3,14.7,38.7,134,55,None
M021,Dyeing Machine,21-09-2024,Evening,67.6,10.2,38.7,167,8,E01
M047,Printing Machine,29-09-2024,Morning,70.9,11.4,31.5,73,25,E02
M045,Printing Machine,07-09-2024,Morning,66.1,13.4,40.1,8,44,E01
M036,Weaving Machine,03-09-2024,Night,74,21.5,35.5,144,46,E01
M039,Dyeing Machine,19-09-2024,Evening,79.5,13.6,42.6,23,44,None
M043,Printing Machine,15-10-2024,Morning,64.3,15.5,32.5,105,46,E03
M042,Printing Machine,11-10-2024,Night,75.8,23,36.9,43,7,E02
M028,Dyeing Machine,12-10-2024,Evening,82.6,22.5,43,149,36,None
M009,Weaving Machine,22-10-2024,Evening,70.3,24.5,42.5,15,53,E03
M013,Spinning Machine,03-09-2024,Night,72.6,16.7,37.5,135,34,E03
M029,Printing Machine,06-10-2024,Evening,73.4,11.7,59.1,105,19,E03
M044,Spinning Machine,11-09-2024,Morning,75.5,20.3,46.7,31,40,E03
M028,Dyeing Machine,09-09-2024,Evening,72.9,13.6,48.6,185,26,E02
M001,Printing Machine,19-09-2024,Night,87.5,19.6,32.6,38,24,E02
M044,Dyeing Machine,30-09-2024,Morning,73.9,11.7,34.8,192,26,None
M043,Dyeing Machine,25-09-2024,Evening,64.6,12.7,32.1,165,12,E03
M003,Printing Machine,12-09-2024,Evening,79.6,15.8,44.3,92,24,E02
M022,Dyeing Machine,15-09-2024,Night,72.3,21.3,42.6,181,32,None
M050,Spinning Machine,07-09-2024,Night,87.2,11.9,34.7,105,29,None
M041,Dyeing Machine,27-10-2024,Evening,61.3,23.2,30.5,158,46,None
M039,Weaving Machine,24-09-2024,Night,60,23.6,30.9,196,25,None
M038,Spinning Machine,22-09-2024,Evening,62,24.6,35.3,127,15,E01
M036,Printing Machine,25-10-2024,Morning,89.2,11.3,40.9,189,45,None
M010,Spinning Machine,31-10-2024,Evening,70.4,18.6,40.8,98,3,None
M043,Dyeing Machine,31-10-2024,Night,89.4,21.4,50.1,28,47,None
M049,Spinning Machine,04-10-2024,Evening,72.5,12.4,54.6,199,34,E02
M003,Spinning Machine,22-10-2024,Night,66.4,21.8,41.1,86,15,None
